_id, propertyAvail, locationName, photoUrl, price, rating, reviewCount
803,Private room • East Jackelinetown,"Interactive Town-Home in Mallieland",https://s3.amazonaws.com/similar-homes-module/city/city940.jpg,1814,4.5,648
804,Hotel Room • Larkinmouth,"Next-generation Studio in Lawrencemouth",https://s3.amazonaws.com/similar-homes-module/city/city814.jpg,1959,3,588
805,Entire home • Adellatown,"Transparent Cabin in West Miles",https://s3.amazonaws.com/similar-homes-module/city/city232.jpg,589,4.5,529
806,Private room • South Joelle,"Turn-key Terrace in Lake Helgamouth",https://s3.amazonaws.com/similar-homes-module/city/city330.jpg,931,3.5,291
807,Private room • Gutkowskihaven,"Viral Apartment in Port Cletus",https://s3.amazonaws.com/similar-homes-module/city/city46.jpg,208,3,292
808,Private room • Hahnberg,"Clicks-and-mortar Villa in Schuppeshire",https://s3.amazonaws.com/similar-homes-module/city/city23.jpg,577,4.5,268
809,Hotel Room • Lake Alvertatown,"Compelling Vacation-House in Karolannview",https://s3.amazonaws.com/similar-homes-module/city/city190.jpg,1182,2.5,552
810,Private room • Lake Aditya,"Mission-critical Condo in West Serenastad",https://s3.amazonaws.com/similar-homes-module/city/city722.jpg,623,2.5,44
811,Hotel Room • West Berthaton,"Scalable Town-Home in Parisianville",https://s3.amazonaws.com/similar-homes-module/city/city581.jpg,502,3.5,579
812,Hotel Room • Lake Violette,"Distributed Apartment in North Felton",https://s3.amazonaws.com/similar-homes-module/city/city772.jpg,1575,2.5,702
813,Private room • East King,"Strategic Penthouse in Bechtelarton",https://s3.amazonaws.com/similar-homes-module/city/city307.jpg,1643,3.5,59
814,Private room • South Yvettechester,"Interactive Yurt in East Frankiehaven",https://s3.amazonaws.com/similar-homes-module/city/city644.jpg,770,3.5,198
815,Hotel Room • Kilbackmouth,"World-class Town-Home in Halvorsonstad",https://s3.amazonaws.com/similar-homes-module/city/city888.jpg,1417,4,713
816,Hotel Room • South Rex,"Interactive Terrace in South Hiramtown",https://s3.amazonaws.com/similar-homes-module/city/city250.jpg,145,3.5,400
817,Hotel Room • Lake Dudley,"Collaborative Bungaloo in West Alycemouth",https://s3.amazonaws.com/similar-homes-module/city/city280.jpg,933,4.5,318
818,Entire home • West Jarrell,"B2B Yurt in Jaylenchester",https://s3.amazonaws.com/similar-homes-module/city/city186.jpg,1888,2.5,362
819,Hotel Room • Hoppemouth,"Turn-key Studio in South Marlinchester",https://s3.amazonaws.com/similar-homes-module/city/city392.jpg,1152,4.5,310
820,Entire home • Hoegertown,"Efficient Town-Home in Towneside",https://s3.amazonaws.com/similar-homes-module/city/city695.jpg,1203,3,104
821,Entire home • Marleyville,"Killer Bungaloo in West Lauryn",https://s3.amazonaws.com/similar-homes-module/city/city730.jpg,1547,3.5,327
822,Entire home • West Sydnifort,"Cutting-edge Penthouse in South Travischester",https://s3.amazonaws.com/similar-homes-module/city/city247.jpg,501,3,54
823,Hotel Room • North Alvah,"Holistic Studio in South Marlon",https://s3.amazonaws.com/similar-homes-module/city/city401.jpg,1062,4.5,65
824,Private room • Moenbury,"B2B Condo in Lake Tianashire",https://s3.amazonaws.com/similar-homes-module/city/city38.jpg,299,5,670
825,Entire home • New Shanonfurt,"Value-added Home in Kovacekburgh",https://s3.amazonaws.com/similar-homes-module/city/city832.jpg,1637,5,191
826,Private room • West Altaburgh,"24/365 Studio in North Britneyside",https://s3.amazonaws.com/similar-homes-module/city/city514.jpg,1556,2.5,777
827,Hotel Room • Lake Juliet,"Cutting-edge Loft in Port Demario",https://s3.amazonaws.com/similar-homes-module/city/city15.jpg,1838,5,397
828,Entire home • Annettehaven,"Synergistic Villa in Clintonborough",https://s3.amazonaws.com/similar-homes-module/city/city220.jpg,920,4.5,180
829,Private room • Lennyfurt,"Extensible Duplex in South Cleo",https://s3.amazonaws.com/similar-homes-module/city/city403.jpg,1439,3.5,681
830,Hotel Room • Hamillfurt,"Sexy Apartment in Luisafurt",https://s3.amazonaws.com/similar-homes-module/city/city610.jpg,849,4,155
831,Entire home • East Ofeliastad,"Vertical Duplex in South Llewellyn",https://s3.amazonaws.com/similar-homes-module/city/city304.jpg,1140,3,627
832,Entire home • Lake Janet,"Impactful Home in Annabellberg",https://s3.amazonaws.com/similar-homes-module/city/city594.jpg,662,3.5,605
833,Hotel Room • North Christy,"Real-time Yurt in Cummerataland",https://s3.amazonaws.com/similar-homes-module/city/city897.jpg,1980,3,348
834,Private room • Lake Cyrilside,"24/365 Chalet in Lehnerton",https://s3.amazonaws.com/similar-homes-module/city/city779.jpg,1672,5,105
835,Hotel Room • Kuhicfurt,"Magnetic Yurt in Kaylaborough",https://s3.amazonaws.com/similar-homes-module/city/city439.jpg,802,2.5,272
836,Hotel Room • East Reyna,"Revolutionary Cabin in Christianaport",https://s3.amazonaws.com/similar-homes-module/city/city723.jpg,1691,3,482
837,Entire home • West Adolphus,"Cross-media Villa in Alverafurt",https://s3.amazonaws.com/similar-homes-module/city/city581.jpg,895,4.5,547
838,Private room • Ryderburgh,"B2B Duplex in Watsicaton",https://s3.amazonaws.com/similar-homes-module/city/city500.jpg,1353,4,634
839,Private room • Kertzmanntown,"Collaborative Suite in South Antonietta",https://s3.amazonaws.com/similar-homes-module/city/city454.jpg,799,4.5,583
840,Private room • Naderville,"Bleeding-edge Penthouse in Rosatown",https://s3.amazonaws.com/similar-homes-module/city/city719.jpg,1203,3.5,79
841,Hotel Room • New Connerstad,"Intuitive Condo in Dawntown",https://s3.amazonaws.com/similar-homes-module/city/city528.jpg,94,5,453
842,Entire home • Linwoodville,"Back-end Town-Home in Port Gilbert",https://s3.amazonaws.com/similar-homes-module/city/city758.jpg,602,3,329
843,Hotel Room • Mannfurt,"Back-end Studio in East Jordyborough",https://s3.amazonaws.com/similar-homes-module/city/city902.jpg,1285,4.5,530
844,Hotel Room • Billyhaven,"User-centric Apartment in New Keenanton",https://s3.amazonaws.com/similar-homes-module/city/city645.jpg,1802,3,717
845,Hotel Room • Johnstonville,"Wireless Chalet in Lake Saulhaven",https://s3.amazonaws.com/similar-homes-module/city/city646.jpg,941,4.5,74
846,Entire home • West Dolly,"Global Yurt in Evangelineport",https://s3.amazonaws.com/similar-homes-module/city/city783.jpg,1932,3.5,97
847,Private room • Elzaburgh,"Open-source Suite in West Chelsie",https://s3.amazonaws.com/similar-homes-module/city/city790.jpg,1865,2.5,343
848,Hotel Room • West Jasen,"Turn-key Vacation-House in Howellville",https://s3.amazonaws.com/similar-homes-module/city/city522.jpg,1700,4,182
849,Entire home • West Rupert,"Compelling Terrace in Port Kathleen",https://s3.amazonaws.com/similar-homes-module/city/city223.jpg,629,5,723
850,Hotel Room • Jerdetown,"Cross-platform Cabin in Lake Vanview",https://s3.amazonaws.com/similar-homes-module/city/city501.jpg,1803,5,104
851,Private room • Collinshire,"Killer Yurt in Farrellstad",https://s3.amazonaws.com/similar-homes-module/city/city940.jpg,1648,2.5,217
852,Private room • New Neva,"Sticky Vacation-House in Spinkaland",https://s3.amazonaws.com/similar-homes-module/city/city383.jpg,786,3,728
853,Hotel Room • New Hermina,"Sexy Town-Home in Christiansentown",https://s3.amazonaws.com/similar-homes-module/city/city628.jpg,480,4.5,547
854,Private room • Laviniaville,"Holistic Loft in Lake Adalineton",https://s3.amazonaws.com/similar-homes-module/city/city424.jpg,748,3.5,638
855,Private room • Lake Ceceliafort,"End-to-end Terrace in South Fletahaven",https://s3.amazonaws.com/similar-homes-module/city/city793.jpg,1082,4.5,485
856,Entire home • Greenfelderburgh,"Virtual House in West Ettie",https://s3.amazonaws.com/similar-homes-module/city/city638.jpg,698,4,418
857,Entire home • West Milesville,"Customized Condo in Heidenreichburgh",https://s3.amazonaws.com/similar-homes-module/city/city487.jpg,313,4.5,242
858,Hotel Room • O'Keefehaven,"Cross-platform Villa in Konopelskitown",https://s3.amazonaws.com/similar-homes-module/city/city886.jpg,432,3,381
859,Private room • Leonoraview,"Front-end Cabin in Lake Nikitaberg",https://s3.amazonaws.com/similar-homes-module/city/city283.jpg,312,4,108
860,Private room • Port Devin,"Value-added Condo in Hayesview",https://s3.amazonaws.com/similar-homes-module/city/city111.jpg,1571,5,94
861,Entire home • New Jedidiah,"Plug-and-play Chalet in North Tessieville",https://s3.amazonaws.com/similar-homes-module/city/city61.jpg,1602,4,87
862,Entire home • Corkeryberg,"Synergistic Chalet in Leschfurt",https://s3.amazonaws.com/similar-homes-module/city/city468.jpg,701,4,502
863,Private room • Mrazmouth,"B2C Penthouse in South Peterland",https://s3.amazonaws.com/similar-homes-module/city/city684.jpg,90,5,113
864,Entire home • New Benjamin,"Bleeding-edge Chalet in Predovicchester",https://s3.amazonaws.com/similar-homes-module/city/city422.jpg,1280,3,298
865,Private room • Blickberg,"E-business Studio in Lake Ana",https://s3.amazonaws.com/similar-homes-module/city/city436.jpg,617,4,23
866,Private room • West Meta,"One-to-one Suite in North Arnoldo",https://s3.amazonaws.com/similar-homes-module/city/city32.jpg,1786,2.5,660
867,Entire home • Raymundoton,"Innovative Bungaloo in West Ryanshire",https://s3.amazonaws.com/similar-homes-module/city/city625.jpg,779,4.5,384
868,Hotel Room • West Jaronport,"Front-end Home in Moshefort",https://s3.amazonaws.com/similar-homes-module/city/city523.jpg,550,2.5,340
869,Entire home • North Hayley,"Innovative Cabin in North Cristianshire",https://s3.amazonaws.com/similar-homes-module/city/city39.jpg,284,3,522
870,Private room • Jedfort,"Interactive Vacation-House in Elmermouth",https://s3.amazonaws.com/similar-homes-module/city/city868.jpg,1954,3,723
871,Hotel Room • DuBuqueport,"One-to-one Suite in North Bridgetshire",https://s3.amazonaws.com/similar-homes-module/city/city679.jpg,318,4.5,332
872,Entire home • Allenchester,"Viral Penthouse in South Hiram",https://s3.amazonaws.com/similar-homes-module/city/city332.jpg,1915,3.5,126
873,Private room • Cesarport,"World-class Chalet in Port Larue",https://s3.amazonaws.com/similar-homes-module/city/city355.jpg,1432,3.5,136
874,Entire home • North Whitney,"One-to-one Yurt in Gonzaloland",https://s3.amazonaws.com/similar-homes-module/city/city70.jpg,1748,5,565
875,Hotel Room • Jeromyfurt,"Frictionless Villa in Enosstad",https://s3.amazonaws.com/similar-homes-module/city/city394.jpg,1262,4,355
876,Entire home • Brettton,"Open-source Studio in Port Karolann",https://s3.amazonaws.com/similar-homes-module/city/city733.jpg,1719,4,762
877,Private room • MacGyverview,"Clicks-and-mortar Vacation-House in Hoppemouth",https://s3.amazonaws.com/similar-homes-module/city/city20.jpg,776,3,326
878,Private room • Port Larrymouth,"Vertical Vacation-House in North Nichole",https://s3.amazonaws.com/similar-homes-module/city/city298.jpg,1064,3,685
879,Private room • Clydeside,"Front-end Yurt in East Josianne",https://s3.amazonaws.com/similar-homes-module/city/city582.jpg,1180,3,383
880,Entire home • Wilfridshire,"Revolutionary Studio in Laurelport",https://s3.amazonaws.com/similar-homes-module/city/city298.jpg,1267,2.5,705
881,Entire home • Lake Mafalda,"Back-end Bungaloo in Ianport",https://s3.amazonaws.com/similar-homes-module/city/city382.jpg,950,3.5,533
882,Hotel Room • Donnellybury,"Clicks-and-mortar Suite in Lake Edwina",https://s3.amazonaws.com/similar-homes-module/city/city590.jpg,1251,4,511
883,Private room • Kulasside,"Visionary Studio in Port Catherine",https://s3.amazonaws.com/similar-homes-module/city/city472.jpg,604,5,28
884,Entire home • Pierreburgh,"Out-of-the-box Loft in North Joelleborough",https://s3.amazonaws.com/similar-homes-module/city/city815.jpg,1882,5,227
885,Hotel Room • Mauricestad,"E-business Penthouse in East Susanna",https://s3.amazonaws.com/similar-homes-module/city/city671.jpg,591,5,570
886,Private room • Port Rociochester,"Compelling Apartment in West Eileenbury",https://s3.amazonaws.com/similar-homes-module/city/city306.jpg,849,2.5,92
887,Hotel Room • Zboncakfurt,"World-class Town-Home in West Dayana",https://s3.amazonaws.com/similar-homes-module/city/city55.jpg,1971,3.5,743
888,Private room • Marquardtfort,"Compelling Suite in Rhettberg",https://s3.amazonaws.com/similar-homes-module/city/city685.jpg,1335,5,542
889,Entire home • West Imanitown,"Leading-edge Chalet in Adrianaview",https://s3.amazonaws.com/similar-homes-module/city/city68.jpg,1851,5,78
890,Entire home • South Cecilehaven,"Distributed House in Annabelleville",https://s3.amazonaws.com/similar-homes-module/city/city796.jpg,415,3,310
891,Hotel Room • Thielhaven,"Leading-edge Terrace in Port Piperstad",https://s3.amazonaws.com/similar-homes-module/city/city517.jpg,219,3.5,385
892,Entire home • Saulburgh,"Integrated House in North Adolfport",https://s3.amazonaws.com/similar-homes-module/city/city898.jpg,1497,4,374
893,Entire home • New Harveyborough,"Vertical Loft in Hayesmouth",https://s3.amazonaws.com/similar-homes-module/city/city237.jpg,1970,5,173
894,Private room • Lake Augustus,"Global Vacation-House in West Lutherborough",https://s3.amazonaws.com/similar-homes-module/city/city451.jpg,943,3,128
895,Entire home • North Chanel,"One-to-one Bungaloo in Johnsonfort",https://s3.amazonaws.com/similar-homes-module/city/city236.jpg,582,4,181
896,Private room • Heaneyburgh,"Plug-and-play Home in Hagenesstad",https://s3.amazonaws.com/similar-homes-module/city/city27.jpg,897,4.5,230
897,Hotel Room • North Consueloland,"Scalable Vacation-House in Reymundoville",https://s3.amazonaws.com/similar-homes-module/city/city881.jpg,531,3.5,764
898,Hotel Room • Rosendoshire,"Granular Duplex in North Marquise",https://s3.amazonaws.com/similar-homes-module/city/city290.jpg,356,2.5,461
899,Hotel Room • Stantonborough,"Collaborative House in East Maya",https://s3.amazonaws.com/similar-homes-module/city/city232.jpg,273,3,619
900,Hotel Room • Moniqueburgh,"Killer Loft in New Sylvesterstad",https://s3.amazonaws.com/similar-homes-module/city/city384.jpg,1258,4.5,614
901,Private room • Rolfsontown,"Compelling Town-Home in South Claud",https://s3.amazonaws.com/similar-homes-module/city/city817.jpg,1341,2.5,489
902,Private room • South Modestoside,"Bleeding-edge Home in West Flavie",https://s3.amazonaws.com/similar-homes-module/city/city259.jpg,1174,3.5,607
903,Private room • Carolineside,"Virtual Terrace in Port Emmitt",https://s3.amazonaws.com/similar-homes-module/city/city305.jpg,1106,5,85
904,Private room • Beatriceview,"Open-source Apartment in Connmouth",https://s3.amazonaws.com/similar-homes-module/city/city22.jpg,655,4,645
905,Private room • Alysastad,"Enterprise Villa in Kutchville",https://s3.amazonaws.com/similar-homes-module/city/city618.jpg,1141,3.5,721
906,Hotel Room • Edwinfurt,"B2B Vacation-House in Lake Juanitashire",https://s3.amazonaws.com/similar-homes-module/city/city46.jpg,811,3,455
907,Private room • New Judsonmouth,"Customized Vacation-House in Wehnerfurt",https://s3.amazonaws.com/similar-homes-module/city/city440.jpg,124,4,665
908,Entire home • Thielmouth,"Open-source Loft in Deondrechester",https://s3.amazonaws.com/similar-homes-module/city/city401.jpg,1922,4,186
909,Entire home • Cristinamouth,"Clicks-and-mortar Condo in Millsport",https://s3.amazonaws.com/similar-homes-module/city/city958.jpg,1563,2.5,307
910,Private room • Fionaland,"Back-end Yurt in New Jaunita",https://s3.amazonaws.com/similar-homes-module/city/city103.jpg,819,2.5,278
911,Private room • Satterfieldburgh,"End-to-end Terrace in Port Lizethbury",https://s3.amazonaws.com/similar-homes-module/city/city872.jpg,169,4.5,490
912,Hotel Room • North Kayceeburgh,"Dot-com Penthouse in East Edwin",https://s3.amazonaws.com/similar-homes-module/city/city5.jpg,1844,2.5,158
913,Hotel Room • Marioburgh,"Open-source Yurt in Okunevaport",https://s3.amazonaws.com/similar-homes-module/city/city115.jpg,918,5,355
914,Entire home • West Jeramie,"Cross-media Condo in South Jackson",https://s3.amazonaws.com/similar-homes-module/city/city502.jpg,1711,4,700
915,Private room • Lake Ricardohaven,"Distributed Cabin in New Aiden",https://s3.amazonaws.com/similar-homes-module/city/city818.jpg,1320,4,448
916,Private room • Wymanchester,"World-class Vacation-House in West Nataliahaven",https://s3.amazonaws.com/similar-homes-module/city/city5.jpg,368,5,735
917,Private room • Kunzefurt,"One-to-one Penthouse in East Adityamouth",https://s3.amazonaws.com/similar-homes-module/city/city790.jpg,1152,3,474
918,Hotel Room • Port Kamillemouth,"Vertical Town-Home in Marielleton",https://s3.amazonaws.com/similar-homes-module/city/city302.jpg,1743,3,438
919,Hotel Room • New Ambrose,"Extensible Yurt in Hackettberg",https://s3.amazonaws.com/similar-homes-module/city/city189.jpg,1225,2.5,588
920,Hotel Room • Mannport,"Bleeding-edge Yurt in Port Reynoldtown",https://s3.amazonaws.com/similar-homes-module/city/city374.jpg,1169,4.5,577
921,Private room • Gloverfort,"Robust Yurt in South Fae",https://s3.amazonaws.com/similar-homes-module/city/city776.jpg,1010,2.5,30
922,Private room • Mayerburgh,"Real-time Chalet in West Romaineside",https://s3.amazonaws.com/similar-homes-module/city/city616.jpg,816,3.5,348
923,Private room • South Kyler,"24/365 Loft in East Raymondburgh",https://s3.amazonaws.com/similar-homes-module/city/city555.jpg,1441,4,168
924,Hotel Room • Anibalmouth,"Distributed Vacation-House in North Alexborough",https://s3.amazonaws.com/similar-homes-module/city/city877.jpg,1154,3,306
925,Private room • Casperstad,"Interactive Chalet in Othaland",https://s3.amazonaws.com/similar-homes-module/city/city791.jpg,1829,3,591
926,Entire home • Chanceville,"B2C Vacation-House in South Telly",https://s3.amazonaws.com/similar-homes-module/city/city254.jpg,857,3.5,278
927,Entire home • South Manuela,"Killer Studio in Artport",https://s3.amazonaws.com/similar-homes-module/city/city159.jpg,1399,3,129
928,Private room • Nadialand,"Granular Bungaloo in Andersontown",https://s3.amazonaws.com/similar-homes-module/city/city6.jpg,333,3,722
929,Entire home • Maureenborough,"Interactive Penthouse in North Faustinoland",https://s3.amazonaws.com/similar-homes-module/city/city1007.jpg,103,4,527
930,Private room • Tiarashire,"Proactive Bungaloo in Erichchester",https://s3.amazonaws.com/similar-homes-module/city/city257.jpg,744,3,403
931,Entire home • North Naomie,"End-to-end Terrace in Ondrickabury",https://s3.amazonaws.com/similar-homes-module/city/city867.jpg,1630,4.5,574
932,Private room • Marcoview,"Clicks-and-mortar Bungaloo in Lake Richie",https://s3.amazonaws.com/similar-homes-module/city/city869.jpg,1207,4,511
933,Hotel Room • Abigaleton,"Vertical Loft in East Dion",https://s3.amazonaws.com/similar-homes-module/city/city730.jpg,1064,4.5,93
934,Hotel Room • Rosenbaumburgh,"24/7 Studio in East Floydport",https://s3.amazonaws.com/similar-homes-module/city/city786.jpg,1170,3.5,717
935,Hotel Room • New Demarco,"Holistic Terrace in North Buster",https://s3.amazonaws.com/similar-homes-module/city/city145.jpg,948,3,501
936,Private room • Kennedyland,"Out-of-the-box Loft in Langoshburgh",https://s3.amazonaws.com/similar-homes-module/city/city878.jpg,222,3.5,327
937,Private room • West Jaren,"Leading-edge House in O'Konmouth",https://s3.amazonaws.com/similar-homes-module/city/city465.jpg,1609,5,667
938,Hotel Room • East Lorenza,"Leading-edge Condo in Danamouth",https://s3.amazonaws.com/similar-homes-module/city/city623.jpg,1504,5,328
939,Entire home • Rhodahaven,"Distributed Town-Home in West Nelschester",https://s3.amazonaws.com/similar-homes-module/city/city256.jpg,1673,5,44
940,Entire home • Howeton,"Wireless Yurt in Haagland",https://s3.amazonaws.com/similar-homes-module/city/city386.jpg,1706,2.5,540
941,Entire home • Port Naomie,"User-centric Duplex in Damienfurt",https://s3.amazonaws.com/similar-homes-module/city/city9.jpg,641,5,396
942,Entire home • East Demond,"Enterprise Studio in North Norene",https://s3.amazonaws.com/similar-homes-module/city/city724.jpg,1161,4,253
943,Private room • West Brent,"Web-enabled Loft in Streichberg",https://s3.amazonaws.com/similar-homes-module/city/city363.jpg,220,2.5,702
944,Entire home • Tatummouth,"Viral Terrace in West Jakaylaview",https://s3.amazonaws.com/similar-homes-module/city/city505.jpg,1405,3.5,106
945,Entire home • New Lindaborough,"Integrated Penthouse in New Austinhaven",https://s3.amazonaws.com/similar-homes-module/city/city585.jpg,1367,2.5,545
946,Entire home • South Andres,"Back-end Vacation-House in Townefurt",https://s3.amazonaws.com/similar-homes-module/city/city358.jpg,1602,2.5,647
947,Entire home • Okunevamouth,"24/365 Suite in Millsport",https://s3.amazonaws.com/similar-homes-module/city/city361.jpg,109,3,238
948,Private room • West Jaydon,"Holistic Studio in South Jaqueline",https://s3.amazonaws.com/similar-homes-module/city/city4.jpg,711,2.5,596
949,Private room • South Courtneyfurt,"Vertical Condo in Emiliehaven",https://s3.amazonaws.com/similar-homes-module/city/city582.jpg,162,5,239
950,Entire home • Marcelinoton,"Frictionless Town-Home in Lydiaport",https://s3.amazonaws.com/similar-homes-module/city/city641.jpg,1271,4,664
951,Entire home • Linnieview,"Global House in Everettmouth",https://s3.amazonaws.com/similar-homes-module/city/city573.jpg,1671,3,647
952,Private room • Morissettetown,"B2B Villa in Port Immanuel",https://s3.amazonaws.com/similar-homes-module/city/city112.jpg,305,4.5,700
953,Hotel Room • Kaseyshire,"Bricks-and-clicks Town-Home in South Aidan",https://s3.amazonaws.com/similar-homes-module/city/city707.jpg,943,4.5,736
954,Hotel Room • West Dewayne,"Cutting-edge Penthouse in Emiliohaven",https://s3.amazonaws.com/similar-homes-module/city/city600.jpg,1084,5,414
955,Hotel Room • New Demetris,"Bricks-and-clicks Suite in South Omariborough",https://s3.amazonaws.com/similar-homes-module/city/city750.jpg,625,2.5,61
956,Hotel Room • Candiceton,"Dot-com Yurt in Schmidtbury",https://s3.amazonaws.com/similar-homes-module/city/city901.jpg,490,3.5,460
957,Entire home • Port Jeremy,"24/7 Condo in Ofeliastad",https://s3.amazonaws.com/similar-homes-module/city/city513.jpg,1698,3.5,514
958,Private room • Codyview,"Vertical Suite in West Bryontown",https://s3.amazonaws.com/similar-homes-module/city/city883.jpg,1157,2.5,316
959,Hotel Room • North Ethanfurt,"Holistic Vacation-House in Alysonside",https://s3.amazonaws.com/similar-homes-module/city/city192.jpg,890,4.5,133
960,Private room • Lexiberg,"Global Bungaloo in Amberstad",https://s3.amazonaws.com/similar-homes-module/city/city874.jpg,1923,4.5,701
961,Entire home • South Paulinehaven,"Next-generation Home in Cristalville",https://s3.amazonaws.com/similar-homes-module/city/city833.jpg,756,3,524
962,Hotel Room • Port Hayleymouth,"Ubiquitous Terrace in East Raphaelle",https://s3.amazonaws.com/similar-homes-module/city/city353.jpg,1646,4.5,127
963,Hotel Room • Lake Freidaland,"End-to-end Bungaloo in North May",https://s3.amazonaws.com/similar-homes-module/city/city668.jpg,1806,3.5,548
964,Private room • East Damianburgh,"Next-generation Condo in Kaitlinhaven",https://s3.amazonaws.com/similar-homes-module/city/city438.jpg,1652,2.5,703
965,Entire home • North Georgette,"Compelling Chalet in Larkinshire",https://s3.amazonaws.com/similar-homes-module/city/city769.jpg,1169,3,178
966,Private room • Elseview,"Distributed Yurt in West Nickolas",https://s3.amazonaws.com/similar-homes-module/city/city342.jpg,1104,5,374
967,Hotel Room • South Uriel,"Synergistic Condo in Drakeview",https://s3.amazonaws.com/similar-homes-module/city/city430.jpg,1979,3,375
968,Private room • Starkborough,"Impactful Duplex in Hendersonmouth",https://s3.amazonaws.com/similar-homes-module/city/city721.jpg,989,4,550
969,Hotel Room • Lake Christophechester,"Extensible Penthouse in Kunzefurt",https://s3.amazonaws.com/similar-homes-module/city/city588.jpg,1667,3.5,728
970,Private room • Murraybury,"One-to-one Apartment in Lake Mustafa",https://s3.amazonaws.com/similar-homes-module/city/city386.jpg,1037,4,64
971,Hotel Room • Deborahstad,"Strategic Home in Port Leliaview",https://s3.amazonaws.com/similar-homes-module/city/city279.jpg,1158,3.5,437
972,Entire home • Port Robinburgh,"Enterprise Cabin in Christiansenton",https://s3.amazonaws.com/similar-homes-module/city/city627.jpg,1340,3.5,642
973,Hotel Room • Griffinton,"Global Town-Home in New Leonchester",https://s3.amazonaws.com/similar-homes-module/city/city324.jpg,733,3,457
974,Private room • North Rey,"Global Vacation-House in West Henry",https://s3.amazonaws.com/similar-homes-module/city/city838.jpg,465,4.5,306
975,Private room • Port Nicole,"Efficient Condo in Lake Winstonview",https://s3.amazonaws.com/similar-homes-module/city/city149.jpg,1142,3,79
976,Private room • New Lerachester,"Rich Chalet in South Margieside",https://s3.amazonaws.com/similar-homes-module/city/city990.jpg,960,2.5,516
977,Entire home • West Dax,"Compelling Town-Home in Hauckville",https://s3.amazonaws.com/similar-homes-module/city/city49.jpg,375,2.5,361
978,Hotel Room • Dickinsonport,"Cutting-edge Villa in Handville",https://s3.amazonaws.com/similar-homes-module/city/city745.jpg,817,3.5,760
979,Entire home • Emiestad,"Scalable Villa in Ebbatown",https://s3.amazonaws.com/similar-homes-module/city/city966.jpg,656,4.5,606
980,Private room • Lake Dean,"Vertical Condo in Elliottside",https://s3.amazonaws.com/similar-homes-module/city/city619.jpg,1384,3.5,398
981,Entire home • Brookton,"B2C Chalet in Makaylaberg",https://s3.amazonaws.com/similar-homes-module/city/city667.jpg,411,5,69
982,Entire home • Idachester,"Front-end Condo in Marksland",https://s3.amazonaws.com/similar-homes-module/city/city1023.jpg,151,3.5,423
983,Entire home • Ashtonfurt,"Ubiquitous Terrace in Koelpinbury",https://s3.amazonaws.com/similar-homes-module/city/city533.jpg,1163,3.5,645
984,Private room • West Santiago,"Holistic Penthouse in Kaileeburgh",https://s3.amazonaws.com/similar-homes-module/city/city833.jpg,183,4,513
985,Hotel Room • East Emmalee,"Visionary Cabin in South Berneiceview",https://s3.amazonaws.com/similar-homes-module/city/city888.jpg,1150,2.5,462
986,Private room • Larkinville,"Web-enabled Home in Port Princessport",https://s3.amazonaws.com/similar-homes-module/city/city183.jpg,885,3,105
987,Hotel Room • Wilfordmouth,"Wireless Home in Harveymouth",https://s3.amazonaws.com/similar-homes-module/city/city1030.jpg,570,5,328
988,Entire home • Emmashire,"Next-generation House in Batzbury",https://s3.amazonaws.com/similar-homes-module/city/city17.jpg,435,4,479
989,Entire home • Baileyborough,"Seamless Vacation-House in South Edythburgh",https://s3.amazonaws.com/similar-homes-module/city/city804.jpg,514,4.5,279
990,Private room • Lake Julien,"Turn-key Yurt in North Virginiechester",https://s3.amazonaws.com/similar-homes-module/city/city295.jpg,1252,2.5,704
991,Private room • Abernathyhaven,"Global Loft in Gislasonside",https://s3.amazonaws.com/similar-homes-module/city/city864.jpg,234,4,541
992,Private room • South Pamela,"Visionary Apartment in Shannaview",https://s3.amazonaws.com/similar-homes-module/city/city899.jpg,776,3,678
993,Private room • Meganechester,"B2B Cabin in West Coby",https://s3.amazonaws.com/similar-homes-module/city/city804.jpg,1745,3.5,648
994,Entire home • Naomihaven,"Plug-and-play Home in Aniyaberg",https://s3.amazonaws.com/similar-homes-module/city/city454.jpg,415,5,333
995,Private room • North Amosport,"Mission-critical Home in South Vidaberg",https://s3.amazonaws.com/similar-homes-module/city/city815.jpg,516,4,296
996,Hotel Room • South Anika,"Best-of-breed Apartment in Lake Courtney",https://s3.amazonaws.com/similar-homes-module/city/city672.jpg,260,2.5,389
997,Private room • Millerstad,"Granular Loft in Langworthtown",https://s3.amazonaws.com/similar-homes-module/city/city115.jpg,1934,3,118
998,Entire home • North Jordiburgh,"E-business Penthouse in Lake Alisonfurt",https://s3.amazonaws.com/similar-homes-module/city/city301.jpg,1551,5,142
999,Entire home • South Savionfurt,"Mission-critical Condo in Melbaport",https://s3.amazonaws.com/similar-homes-module/city/city431.jpg,1524,5,28
